Problem ID,Problem Name,Acceptance Rate,Difficulty,Topics
1838,Frequency of the Most Frequent Element,44.8,Medium,"Array, Binary Search, Greedy, Sliding Window, Sorting, Prefix Sum"
1839,Longest Substring Of All Vowels in Order,49.3,Medium,"String, Sliding Window"
1840,Maximum Building Height,36,Hard,"Array, Math"
1841,League Statistics,53.3,Medium,Database
1842,Next Palindrome Using Same Digits,53.3,Hard,"Two Pointers, String"
1843,Suspicious Bank Accounts,44.6,Medium,Database
1844,Replace All Digits with Characters,81.1,Easy,String
1845,Seat Reservation Manager,69.2,Medium,"Design, Heap (Priority Queue)"
1846,Maximum Element After Decreasing and Rearranging,65.9,Medium,"Array, Greedy, Sorting"
1847,Closest Room,37.7,Hard,"Array, Binary Search, Sorting"
1848,Minimum Distance to the Target Element,54.6,Easy,Array
1849,Splitting a String Into Descending Consecutive Values,35.4,Medium,"String, Backtracking"
1850,Minimum Adjacent Swaps to Reach the Kth Smallest Number,71.2,Medium,"Two Pointers, String, Greedy"
1851,Minimum Interval to Include Each Query,49.4,Hard,"Array, Binary Search, Line Sweep, Sorting, Heap (Priority Queue)"
1852,Distinct Numbers in Each Subarray,71.3,Medium,"Array, Hash Table, Sliding Window"
1853,Convert Date Format,85.7,Easy,Database
1854,Maximum Population Year,60.6,Easy,"Array, Counting"
1855,Maximum Distance Between a Pair of Values,53.4,Medium,"Array, Two Pointers, Binary Search, Greedy"
1856,Maximum Subarray Min-Product,38,Medium,"Array, Stack, Monotonic Stack, Prefix Sum"
1857,Largest Color Value in a Directed Graph,50.2,Hard,"Hash Table, Dynamic Programming, Graph, Topological Sort, Memoization, Counting"
1858,Longest Word With All Prefixes,68.3,Medium,"Depth-First Search, Trie"
1859,Sorting the Sentence,83.1,Easy,"String, Sorting"
1860,Incremental Memory Leak,72,Medium,Simulation
1861,Rotating the Box,67.4,Medium,"Array, Two Pointers, Matrix"
1862,Sum of Floored Pairs,28.7,Hard,"Array, Math, Binary Search, Prefix Sum"
1863,Sum of All Subset XOR Totals,87.8,Easy,"Array, Math, Backtracking, Bit Manipulation, Combinatorics"
1864,Minimum Number of Swaps to Make the Binary String Alternating,43.3,Medium,"String, Greedy"
1865,Finding Pairs With a Certain Sum,50.9,Medium,"Array, Hash Table, Design"
1866,Number of Ways to Rearrange Sticks With K Sticks Visible,57.1,Hard,"Math, Dynamic Programming, Combinatorics"
1867,Orders With Maximum Quantity Above Average,70.9,Medium,Database
1868,Product of Two Run-Length Encoded Arrays,58.4,Medium,"Array, Two Pointers"
1869,Longer Contiguous Segments of Ones than Zeros,61,Easy,String
1870,Minimum Speed to Arrive on Time,46.7,Medium,"Array, Binary Search"
1871,Jump Game VII,24.9,Medium,"Two Pointers, String, Prefix Sum"
1872,Stone Game VIII,52.9,Hard,"Array, Math, Dynamic Programming, Prefix Sum, Game Theory"
1873,Calculate Special Bonus,57.6,Easy,Database
1874,Minimize Product Sum of Two Arrays,89.3,Medium,"Array, Greedy, Sorting"
1875,Group Employees of the Same Salary,67.9,Medium,Database
1876,Substrings of Size Three with Distinct Characters,73.3,Easy,"Hash Table, String, Sliding Window, Counting"
1877,Minimize Maximum Pair Sum in Array,81.4,Medium,"Array, Two Pointers, Greedy, Sorting"
1878,Get Biggest Three Rhombus Sums in a Grid,47.7,Medium,"Array, Math, Sorting, Heap (Priority Queue), Matrix, Prefix Sum"
1879,Minimum XOR Sum of Two Arrays,47.2,Hard,"Array, Dynamic Programming, Bit Manipulation, Bitmask"
1880,Check if Word Equals Summation of Two Words,74.1,Easy,String
1881,Maximum Value after Insertion,37.9,Medium,"String, Greedy"
1882,Process Tasks Using Servers,40.1,Medium,"Array, Heap (Priority Queue)"
1883,Minimum Skips to Arrive at Meeting On Time,37.8,Hard,"Array, Dynamic Programming"
1884,Egg Drop With 2 Eggs and N Floors,72.7,Medium,"Math, Dynamic Programming"
1885,Count Pairs in Two Arrays,61,Medium,"Array, Binary Search, Sorting"
1886,Determine Whether Matrix Can Be Obtained By Rotation,56.7,Easy,"Array, Matrix"
1887,Reduction Operations to Make the Array Elements Equal,73,Medium,"Array, Sorting"
1888,Minimum Number of Flips to Make the Binary String Alternating,39.9,Medium,"String, Greedy"
1889,Minimum Space Wasted From Packaging,31.7,Hard,"Array, Binary Search, Sorting, Prefix Sum"
1890,The Latest Login in 2020,77.2,Easy,Database
1891,Cutting Ribbons,49.5,Medium,"Array, Binary Search"
1892,Page Recommendations II,43.2,Hard,Database
1893,Check if All the Integers in a Range Are Covered,49.9,Easy,"Array, Hash Table, Prefix Sum"
1894,Find the Student that Will Replace the Chalk,45.2,Medium,"Array, Binary Search, Simulation, Prefix Sum"
1895,Largest Magic Square,52.5,Medium,"Array, Matrix, Prefix Sum"
1896,Minimum Cost to Change the Final Value of Expression,54.1,Hard,"Math, String, Dynamic Programming, Stack"
1897,Redistribute Characters to Make All Strings Equal,67.4,Easy,"Hash Table, String, Counting"
1898,Maximum Number of Removable Characters,43.5,Medium,"Array, String, Binary Search"
1899,Merge Triplets to Form Target Triplet,65.8,Medium,"Array, Greedy"
1900,The Earliest and Latest Rounds Where Players Compete,51,Hard,"Dynamic Programming, Memoization"
1901,Find a Peak Element II,51.2,Medium,"Array, Binary Search, Matrix"
1902,Depth of BST Given Insertion Order,44.7,Medium,"Tree, Binary Search Tree, Binary Tree, Ordered Set"
1903,Largest Odd Number in String,63.1,Easy,"Math, String, Greedy"
1904,The Number of Full Rounds You Have Played,44,Medium,"Math, String"
1905,Count Sub Islands,67.3,Medium,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
1906,Minimum Absolute Difference Queries,44.2,Medium,"Array, Hash Table"
1907,Count Salary Categories,57.8,Medium,Database
1908,Game of Nim,63.1,Medium,"Array, Math, Dynamic Programming, Bit Manipulation, Brainteaser, Game Theory"
1909,Remove One Element to Make the Array Strictly Increasing,27.4,Easy,Array
1910,Remove All Occurrences of a Substring,77.2,Medium,String
1911,Maximum Alternating Subsequence Sum,59.2,Medium,"Array, Dynamic Programming"
1912,Design Movie Rental System,36.3,Hard,"Array, Hash Table, Design, Heap (Priority Queue), Ordered Set"
1913,Maximum Product Difference Between Two Pairs,82.8,Easy,"Array, Sorting"
1914,Cyclically Rotating a Grid,49.4,Medium,"Array, Matrix, Simulation"
1915,Number of Wonderful Substrings,67.2,Medium,"Hash Table, String, Bit Manipulation, Prefix Sum"
1916,Count Ways to Build Rooms in an Ant Colony,48.6,Hard,"Math, Dynamic Programming, Tree, Graph, Topological Sort, Combinatorics"
1917,Leetcodify Friends Recommendations,26.6,Hard,Database
1918,Kth Smallest Subarray Sum,52.6,Medium,"Array, Binary Search, Sliding Window"
1919,Leetcodify Similar Friends,41.5,Hard,Database
1920,Build Array from Permutation,89.8,Easy,"Array, Simulation"
1921,Eliminate Maximum Number of Monsters,51,Medium,"Array, Greedy, Sorting"
1922,Count Good Numbers,44.5,Medium,"Math, Recursion"
1923,Longest Common Subpath,28.1,Hard,"Array, Binary Search, Rolling Hash, Suffix Array, Hash Function"
1924,Erect the Fence II,51.5,Hard,"Array, Math, Geometry"
1925,Count Square Sum Triples,67.8,Easy,"Math, Enumeration"
1926,Nearest Exit from Entrance in Maze,46.6,Medium,"Array, Breadth-First Search, Matrix"
1927,Sum Game,47.7,Medium,"Math, Greedy, Game Theory"
1928,Minimum Cost to Reach Destination in Time,37.9,Hard,"Dynamic Programming, Graph"
1929,Concatenation of Array,89.8,Easy,Array
1930,Unique Length-3 Palindromic Subsequences,66,Medium,"Hash Table, String, Prefix Sum"
1931,Painting a Grid With Three Different Colors,57.6,Hard,Dynamic Programming
1932,Merge BSTs to Create Single BST,36.2,Hard,"Hash Table, Binary Search, Tree, Depth-First Search, Binary Tree"
1933,Check if String Is Decomposable Into Value-Equal Substrings,50.6,Easy,String
1934,Confirmation Rate,57.5,Medium,Database
1935,Maximum Number of Words You Can Type,73.1,Easy,"Hash Table, String"
1936,Add Minimum Number of Rungs,42.9,Medium,"Array, Greedy"
1937,Maximum Number of Points with Cost,35.7,Medium,"Array, Dynamic Programming"
1938,Maximum Genetic Difference Query,42.1,Hard,"Array, Bit Manipulation, Trie"
1939,Users That Actively Request Confirmation Messages,56.3,Easy,Database
1940,Longest Common Subsequence Between Sorted Arrays,78.5,Medium,"Array, Hash Table, Counting"
1941,Check if All Characters Have Equal Number of Occurrences,77.4,Easy,"Hash Table, String, Counting"
1942,The Number of the Smallest Unoccupied Chair,41.9,Medium,"Array, Heap (Priority Queue), Ordered Set"
1943,Describe the Painting,49.6,Medium,"Array, Prefix Sum"
1944,Number of Visible People in a Queue,69.6,Hard,"Array, Stack, Monotonic Stack"
1945,Sum of Digits of String After Convert,62.5,Easy,"String, Simulation"
1946,Largest Number After Mutating Substring,35.7,Medium,"Array, String, Greedy"
1947,Maximum Compatibility Score Sum,62,Medium,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
1948,Delete Duplicate Folders in System,56.2,Hard,"Array, Hash Table, String, Trie, Hash Function"
1949,Strong Friendship,54.4,Medium,Database
1950,Maximum of Minimum Values in All Subarrays,49.7,Medium,"Array, Stack, Monotonic Stack"
1951,All the Pairs With the Maximum Number of Common Followers,68.9,Medium,Database
1952,Three Divisors,60.7,Easy,Math
1953,Maximum Number of Weeks for Which You Can Work,40.5,Medium,"Array, Greedy"
1954,Minimum Garden Perimeter to Collect Enough Apples,54.1,Medium,"Math, Binary Search"
1955,Count Number of Special Subsequences,51,Hard,"Array, Dynamic Programming"
1956,Minimum Time For K Virus Variants to Spread,46.8,Hard,"Array, Math, Binary Search, Geometry, Enumeration"
1957,Delete Characters to Make Fancy String,58,Easy,String
1958,Check if Move is Legal,47.7,Medium,"Array, Matrix, Enumeration"
1959,Minimum Total Space Wasted With K Resizing Operations,42.7,Medium,"Array, Dynamic Programming"
1960,Maximum Product of the Length of Two Palindromic Substrings,30.4,Hard,"String, Rolling Hash, Hash Function"
1961,Check If String Is a Prefix of Array,52.8,Easy,"Array, String"
1962,Remove Stones to Minimize the Total,62.1,Medium,"Array, Heap (Priority Queue)"
1963,Minimum Number of Swaps to Make the String Balanced,71.6,Medium,"Two Pointers, String, Stack, Greedy"
1964,Find the Longest Valid Obstacle Course at Each Position,63,Hard,"Array, Binary Search, Binary Indexed Tree"
1965,Employees With Missing Information,72.2,Easy,Database
1966,Binary Searchable Numbers in an Unsorted Array,65,Medium,"Array, Binary Search"
1967,Number of Strings That Appear as Substrings in Word,80.7,Easy,String
1968,Array With Elements Not Equal to Average of Neighbors,50.1,Medium,"Array, Greedy, Sorting"
1969,Minimum Non-Zero Product of the Array Elements,35.5,Medium,"Math, Greedy, Recursion"
1970,Last Day Where You Can Still Cross,61.9,Hard,"Array, Binary Search, Depth-First Search, Breadth-First Search, Union Find, Matrix"
1971,Find if Path Exists in Graph,54.3,Easy,"Depth-First Search, Breadth-First Search, Graph"
1972,First and Last Call On the Same Day,50.1,Hard,Database
1973,Count Nodes Equal to Sum of Descendants,76.9,Medium,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
1974,Minimum Time to Type Word Using Special Typewriter,75.1,Easy,"String, Greedy"
1975,Maximum Matrix Sum,49.5,Medium,"Array, Greedy, Matrix"
1976,Number of Ways to Arrive at Destination,28,Medium,"Dynamic Programming, Graph, Topological Sort, Shortest Path"
1977,Number of Ways to Separate Numbers,20.7,Hard,"String, Dynamic Programming, Suffix Array"
1978,Employees Whose Manager Left the Company,47.8,Easy,Database
1979,Find Greatest Common Divisor of Array,77.8,Easy,"Array, Math, Number Theory"
1980,Find Unique Binary String,74.6,Medium,"Array, String, Backtracking"
1981,Minimize the Difference Between Target and Chosen Elements,34.3,Medium,"Array, Dynamic Programming, Matrix"
1982,Find Array Given Subset Sums,48.9,Hard,"Array, Divide and Conquer"
1983,Widest Pair of Indices With Equal Range Sum,53.4,Medium,"Array, Hash Table, Prefix Sum"
1984,Minimum Difference Between Highest and Lowest of K Scores,56.7,Easy,"Array, Sliding Window, Sorting"
1985,Find the Kth Largest Integer in the Array,45.4,Medium,"Array, String, Divide and Conquer, Sorting, Heap (Priority Queue), Quickselect"
1986,Minimum Number of Work Sessions to Finish the Tasks,33.2,Medium,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
1987,Number of Unique Good Subsequences,52.3,Hard,"String, Dynamic Programming"
1988,Find Cutoff Score for Each School,66.9,Medium,Database
1989,Maximum Number of People That Can Be Caught in Tag,51.5,Medium,"Array, Greedy"
1990,Count the Number of Experiments,48.7,Medium,Database
1991,Find the Middle Index in Array,67.4,Easy,"Array, Prefix Sum"
1992,Find All Groups of Farmland,75.9,Medium,"Array, Depth-First Search, Breadth-First Search, Matrix"
1993,Operations on Tree,45.7,Medium,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Design"
1994,The Number of Good Subsets,34.9,Hard,"Array, Math, Dynamic Programming, Bit Manipulation, Bitmask"
1995,Count Special Quadruplets,61.2,Easy,"Array, Enumeration"
1996,The Number of Weak Characters in the Game,43.9,Medium,"Array, Stack, Greedy, Sorting, Monotonic Stack"
1997,First Day Where You Have Been in All the Rooms,37.3,Medium,"Array, Dynamic Programming"
1998,GCD Sort of an Array,45.7,Hard,"Array, Math, Union Find, Sorting"
1999,Smallest Greater Multiple Made of Two Digits,49.4,Medium,"Math, Enumeration"
2000,Reverse Prefix of Word,86.1,Easy,"Two Pointers, String"
2001,Number of Pairs of Interchangeable Rectangles,49.5,Medium,"Array, Hash Table, Math, Counting, Number Theory"
2002,Maximum Product of the Length of Two Palindromic Subsequences,59.4,Medium,"String, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
2003,Smallest Missing Genetic Value in Each Subtree,46.4,Hard,"Dynamic Programming, Tree, Depth-First Search, Union Find"
2004,The Number of Seniors and Juniors to Join the Company,42.8,Hard,Database
2005,Subtree Removal Game with Fibonacci Tree,58.9,Hard,"Math, Dynamic Programming, Tree, Binary Tree, Game Theory"
2006,Count Number of Pairs With Absolute Difference K,83.8,Easy,"Array, Hash Table, Counting"
2007,Find Original Array From Doubled Array,40.5,Medium,"Array, Hash Table, Greedy, Sorting"
2008,Maximum Earnings From Taxi,44.2,Medium,"Array, Binary Search, Dynamic Programming, Sorting"
2009,Minimum Number of Operations to Make Array Continuous,52.8,Hard,"Array, Binary Search"
2010,The Number of Seniors and Juniors to Join the Company II,62,Hard,Database
2011,Final Value of Variable After Performing Operations,89,Easy,"Array, String, Simulation"
2012,Sum of Beauty in the Array,48,Medium,Array
2013,Detect Squares,50.8,Medium,"Array, Hash Table, Design, Counting"
2014,Longest Subsequence Repeated k Times,55.5,Hard,"String, Backtracking, Greedy, Counting, Enumeration"
2015,Average Height of Buildings in Each Segment,59.3,Medium,"Array, Greedy, Sorting, Heap (Priority Queue)"
2016,Maximum Difference Between Increasing Elements,56.2,Easy,Array
2017,Grid Game,45.5,Medium,"Array, Matrix, Prefix Sum"
2018,Check if Word Can Be Placed In Crossword,49.3,Medium,"Array, Matrix, Enumeration"
2019,The Score of Students Solving Math Expression,33.6,Hard,"Array, Math, String, Dynamic Programming, Stack, Memoization"
2020,Number of Accounts That Did Not Stream,71.6,Medium,Database
2021,Brightest Position on Street,62.1,Medium,"Array, Prefix Sum, Ordered Set"
2022,Convert 1D Array Into 2D Array,61.3,Easy,"Array, Matrix, Simulation"
2023,Number of Pairs of Strings With Concatenation Equal to Target,74.7,Medium,"Array, String"
2024,Maximize the Confusion of an Exam,67.1,Medium,"String, Binary Search, Sliding Window, Prefix Sum"
2025,Maximum Number of Ways to Partition an Array,33.9,Hard,"Array, Hash Table, Counting, Enumeration, Prefix Sum"
2026,Low-Quality Problems,84.3,Easy,Database
2027,Minimum Moves to Convert String,54.5,Easy,"String, Greedy"
2028,Find Missing Observations,46.5,Medium,"Array, Math, Simulation"
2029,Stone Game IX,28.2,Medium,"Array, Math, Greedy, Counting, Game Theory"
2030,Smallest K-Length Subsequence With Occurrences of a Letter,39.1,Hard,"String, Stack, Greedy, Monotonic Stack"
2031,Count Subarrays With More Ones Than Zeros,52.3,Medium,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set"
2032,Two Out of Three,75,Easy,"Array, Hash Table"
2033,Minimum Operations to Make a Uni-Value Grid,53.2,Medium,"Array, Math, Sorting, Matrix"
2034,Stock Price Fluctuation,48.5,Medium,"Hash Table, Design, Heap (Priority Queue), Data Stream, Ordered Set"
2035,Partition Array Into Two Arrays to Minimize Sum Difference,20.2,Hard,"Array, Two Pointers, Binary Search, Dynamic Programming, Bit Manipulation, Ordered Set, Bitmask"
2036,Maximum Alternating Subarray Sum,40.1,Medium,"Array, Dynamic Programming"
2037,Minimum Number of Moves to Seat Everyone,82.1,Easy,"Array, Sorting"
2038,Remove Colored Pieces if Both Neighbors are the Same Color,62.8,Medium,"Math, String, Greedy, Game Theory"
2039,The Time When the Network Becomes Idle,51.8,Medium,"Array, Breadth-First Search, Graph"
2040,Kth Smallest Product of Two Sorted Arrays,29.1,Hard,"Array, Binary Search"
2041,Accepted Candidates From the Interviews,78.2,Medium,Database
2042,Check if Numbers Are Ascending in a Sentence,69.4,Easy,String
2043,Simple Bank System,64.1,Medium,"Array, Hash Table, Design, Simulation"
2044,Count Number of Maximum Bitwise-OR Subsets,77.4,Medium,"Array, Backtracking, Bit Manipulation"
